Search keyword,Search location,Serial,Company,Category,Profile URL,Address,Phone,Email,Website,Rating,Reviews,Year from Business,Email (Website),Phone (Website),Facebook (Web),Twitter (Web),Instagram (Web)
Dumpster,"Lancaster,CA",0,WM,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/nationwide/mip/wm-571590058?lid=1002145676573,,(855) 200-3961,,,,,,,,,,
Dumpster,"Lancaster,CA",0,Local Dumpster Rental,"Trash Containers & Dumpsters, Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/nationwide/mip/local-dumpster-rental-495334342?lid=1002062644145,,(844) 786-5587,info@ldrsiteservices.com,http://www.ldrsiteservices.com/dumpsters,3.5,13,2009,,,,,
Dumpster,"Lancaster,CA",0,Local Dumpster Rentals,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/local-dumpster-rentals-505381713?lid=1002116249438,"6100 Lake Forrest Dr, Atlanta, GA 30328",(844) 605-6554,info@ldrsiteservices.com,https://ldrsiteservices.com/services/dumpster-rental,,,2009,,,,,
Dumpster,"Lancaster,CA",0,24/7 Emergency Dumpsters,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Garbage & Rubbish Removal Contractors Equipment",https://www.yellowpages.com/nationwide/mip/24-7-emergency-dumpsters-21081939?lid=1001616737040,,(888) 292-1064,katie@wastecostsolutions.com,http://www.dumpstersrus.org,4,25,2003,,,,,
Dumpster,"Lancaster,CA",0,Waste Cost Solutions,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/waste-cost-solutions-467171819?lid=1000082998732,"16711 Parkside Ave, Cerritos, CA 90703",(561) 417-0415,katie@wastecostsolutions.com,http://www.wastecostsolutions.com,,,2003,,,,,
Dumpster,"Lancaster,CA",0,Countrywide Disposal,"Dumpster Rental, Portable Toilets",https://www.yellowpages.com/nationwide/mip/countrywide-disposal-573302977?lid=1002155711427,,(844) 815-8773,team@countrywidedisposal.com,https://countrywidedisposal.com,,,,,,,,
Dumpster,"Lancaster,CA",0,United States Bin Service,"Garbage Collection, Waste Recycling & Disposal Service & Equipment, Waste Containers",https://www.yellowpages.com/nationwide/mip/united-states-bin-service-568304770?lid=1002121298435,,(855) 219-6939,info@arwoodsiteservices.com,http://unitedstatesbinservice.com,5,1,,,,,,
Dumpster,"Lancaster,CA",0,Zters Inc.,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Construction & Building Equipment",https://www.yellowpages.com/nationwide/mip/zters-inc-23198350?lid=1000439013897,,(877) 808-4694,sales@zters.com,https://www.zters.com/yp,,,2009,,,,,
Dumpster,"Lancaster,CA",0,Unicorn Metals,"Recycling Centers, Metals, Scrap Metals",https://www.yellowpages.com/nationwide/mip/unicorn-metals-481017747?lid=1001187450224,,(714) 681-5140,,http://unicornmetals.com,,,1983,,,,,
Dumpster,"Lancaster,CA",0,Rent-A-Dumpster,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/rent-a-dumpster-564737594?lid=1002145620337,,(818) 924-4522,werentdumpster@gmail.com,https://api.superpages.com/xml/search?SRC=ypintfeed&subaffiliate=DXC&PGID=e02.7182.8182845904523&SPGID=1689375355822.fcefa3eb&ADID=12293989&DEST=https%3A%2F%2Frentingadumpsterus.mydex.com%2FyI_L1P71sBI&C=Dumpster&T=Lancaster&S=CA&PH=(818)%20924-4522&FL=url&TL=off&position=24&PS=30&PI=1&Results=FEED_CLCK&uid=fcefa3eb-1659-446d-8245-043cc9726023&REF=&IP=172.86.121.212&UserAgent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F536.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F98.0.3725.156%20Safari%2F537.36,,,1994,,,,,
Dumpster,"Lancaster,CA",0,Bernal Bros Bin Rental,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/bernal-bros-bin-rental-571471180?lid=1002148276610,,(661) 952-7490,,https://api.superpages.com/xml/search?SRC=ypintfeed&subaffiliate=DXC&PGID=e02.7182.8182845904523&SPGID=1689375355825.fcefa3eb&ADID=12299173&DEST=https%3A%2F%2Fbernalbrosca.mydex.com%2FaVas9jHtZYg&C=Dumpster&T=Lancaster&S=CA&PH=(661)%20952-7490&FL=url&TL=off&position=25&PS=30&PI=1&Results=FEED_CLCK&uid=fcefa3eb-1659-446d-8245-043cc9726023&REF=&IP=172.86.121.212&UserAgent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F536.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F98.0.3725.156%20Safari%2F537.36,,,,,,,,
Dumpster,"Lancaster,CA",0,Entrepreneurs Invoice,"Trash Containers & Dumpsters, Temporary Employment Agencies, Organizing Services-Household & Business",https://www.yellowpages.com/nationwide/mip/entrepreneurs-invoice-541337401,,(323) 852-2079,projectingmngmt@gmail.com,http://simdif.com,,,,,,,,
Dumpster,"Lancaster,CA",0,Two Guys & A Dump Hauling & Cleaning,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/palmdale-ca/mip/two-guys-a-dump-hauling-cleaning-20056507,"2763 W Avenue N # 237, Palmdale, CA 93551",(661) 456-9866,,http://www.twoguysandadump.com,5,1,,,,,,
Dumpster,"Lancaster,CA",0,1-800-Got-Junk?,Rubbish Removal,https://www.yellowpages.com/palmdale-ca/mip/1-800-got-junk-21469129,", Palmdale, CA 93551",(805) 857-0347,,http://www.1800gotjunk.com,5,1,,,,,,
Dumpster,"Lancaster,CA",0,Harvey's Haulaway Service Inc,"Garbage Collection, Trucking-Heavy Hauling, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/nationwide/mip/harveys-haulaway-service-inc-5980528,,(661) 272-9273,harveyshaulawayservice@gmail.com,,,,1992,,,,,
Dumpster,"Lancaster,CA",0,Countrywide Disposal,"Dumpster Rental, Portable Toilets",https://www.yellowpages.com/nationwide/mip/countrywide-disposal-573302977?lid=1002155711427,,(844) 815-8773,team@countrywidedisposal.com,https://countrywidedisposal.com,,,,,,,,
Dumpster,"Lancaster,CA",0,Unicorn Metals,"Recycling Centers, Metals, Scrap Metals",https://www.yellowpages.com/nationwide/mip/unicorn-metals-481017747?lid=1001187450224,,(714) 681-5140,,http://unicornmetals.com,,,1983,,,,,
Dumpster,"Lancaster,CA",0,Jim's Sanitation,"Sanitation Consultants, Cleaning Contractors, Septic Tanks & Systems",https://www.yellowpages.com/nationwide/mip/jims-sanitation-530582827,,(661) 942-7472,jimssanitation@gmail.com,http://jimssanitation.com,,,,,,,,
Dumpster,"Lancaster,CA",0,1-800-Got-Junk?,Rubbish Removal,https://www.yellowpages.com/palmdale-ca/mip/1-800-got-junk-21469129,", Palmdale, CA 93551",(805) 857-0347,,http://www.1800gotjunk.com,5,1,,,,,,
Dumpster,"Lancaster,CA",0,Residential Rent A Bin Roll,"Garbage Collection, Rubbish Removal",https://www.yellowpages.com/acton-ca/mip/residential-rent-a-bin-roll-1611451,"6124 Escondido Canyon Rd, Acton, CA 93510",(818) 348-2467,,,,,,,,,,
Dumpster,"Lancaster,CA",0,A Plus Superior Sanitation,"Portable Toilets, Garbage Collection, Septic Tanks & Systems",https://www.yellowpages.com/acton-ca/mip/a-plus-superior-sanitation-6273430,"3601 Smith Ave, Acton, CA 93510",(661) 947-7338,,,,,2002,,,,,
Dumpster,"Lancaster,CA",0,Bernal Bros Bin Rental,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/bernal-bros-bin-rental-571471180?lid=1002148276610,,(661) 952-7490,,https://api.superpages.com/xml/search?SRC=ypintfeed&subaffiliate=DXC&PGID=e02.7182.8182845904523&SPGID=1689375360273.e32f44f2&ADID=12299173&DEST=https%3A%2F%2Fbernalbrosca.mydex.com%2FaVas9jHtZYg&C=Dumpster&T=Lancaster&S=CA&PH=(661)%20952-7490&FL=url&TL=off&position=36&PS=30&PI=2&Results=FEED_CLCK&uid=e32f44f2-8ab2-449a-937f-0e63fd806421&REF=&IP=172.86.121.212&UserAgent=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F99.0.3883.122%20Safari%2F537.36,,,,,,,,
Dumpster,"Lancaster,CA",0,Quality Bin Inc.,"Trash Containers & Dumpsters, Garbage Collection, Garbage Disposals",https://www.yellowpages.com/sylmar-ca/mip/quality-bin-inc-550006263?lid=1002108009862,"16271 Filbert St, Sylmar, CA 91342",(818) 462-5528,qualitybininc@gmail.com,https://www.qualitybininc.net,,,2009,,,,,
Dumpster,"Lancaster,CA",0,JJK Roll - Off Disposal Inc,"Trash Containers & Dumpsters, Recycling Centers, Trash Hauling",https://www.yellowpages.com/torrance-ca/mip/jjk-roll-off-disposal-inc-5597046?lid=1002117644754,"1617 W Sepulveda, Torrance, CA 90501",(844) 405-9157,jjkscm@att.net,http://jjkroll-off.com,,,1952,,,,,
Dumpster,"Lancaster,CA",0,Rent-A-Dumpster,"Trash Containers & Dumpsters, Dumpster Rental",https://www.yellowpages.com/panorama-city-ca/mip/rent-a-dumpster-568123668?lid=1002102705697,"9608 Van Nuys Blvd, Panorama City, CA 91402",(818) 924-4894,werentdumpster@gmail.com,https://www.rentingadumpster.com,,,1994,,,,,
Dumpster,"Lancaster,CA",0,M B M Supply Co,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Paper Manufacturers",https://www.yellowpages.com/inglewood-ca/mip/m-b-m-supply-co-4333733?lid=1001402408835,"942 W Hyde Park Blvd, Inglewood, CA 90302",(310) 674-5678,mbmsupply@earthlink.net,,,,1966,,,,,
Dumpster,"McArthur,CA",0,Waste Management,"Trash Containers & Dumpsters, Garbage Collection, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/alturas-ca/mip/waste-management-571122574,"335 N Main St, Alturas, CA 96101",(530) 233-2373,,http://wm.com,,,,,,,,
Dumpster,"McArthur,CA",0,Modoc Sanitation Services,"Rubbish Removal, Portable Toilets, Garbage Collection",https://www.yellowpages.com/alturas-ca/mip/modoc-sanitation-services-453646153,"406 W 8th St, Alturas, CA 96101",(530) 279-2025,,,,,1994,,,,,
Dumpster,"McArthur,CA",0,Russell's Recycling,"Rubbish Removal, Recycling Centers",https://www.yellowpages.com/alturas-ca/mip/russells-recycling-9499475,"504 W 12th St, Alturas, CA 96101",(530) 233-2825,,,,,2009,,,,,
Dumpster,"McArthur,CA",0,ASAP Site Services,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/asap-site-services-545537718?lid=1002059523892,"3480 Jackson St, Oshkosh, WI 54901",(800) 289-5496,sales@asapsiteservices.com,https://www.arwoodwaste.com/,3.5,12,2000,,,,,
Dumpster,"McArthur,CA",0,Cobblestone Container Services,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/cobblestone-container-services-455254399?lid=1001856505595,,(888) 265-9484,,http://cobblestonecontainers.com,4.5,7,2010,,,,,
Dumpster,"McArthur,CA",0,WM,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Garbage Disposal Equipment Industrial & Commercial",https://www.yellowpages.com/nationwide/mip/wm-458937415?lid=1002004319640,,(855) 200-8118,wmcares@wm.com,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsor_pll,,,,,,,,
Dumpster,"McArthur,CA",0,Landscapes Quick Cleaning & Junk Hauling,"Trash Containers & Dumpsters, Barricades, Rental Service Stores & Yards",https://www.yellowpages.com/nationwide/mip/landscapes-quick-cleaning-junk-hauling-505219555?lid=1000837798045,,(888) 489-0482,sales@togetherwaste.com,https://www.arwoodwaste.com/,4,7,1984,,,,,
Dumpster,"McArthur,CA",0,WM,"Trash Containers & Dumpsters, Rubbish & Garbage Removal & Containers, Trash Hauling",https://www.yellowpages.com/nationwide/mip/wm-537798034?lid=1002153399612,,(855) 201-2477,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsor_platinum_listing,1.5,11,,,,,,
Dumpster,"McArthur,CA",0,Gabel's Hauling & Demolition Inc.,"Trucking-Light Hauling, Hazardous Material Control & Removal, Concrete Breaking & Sawing Equipment",https://www.yellowpages.com/nationwide/mip/gabels-hauling-demolition-inc-550461958?lid=1002007427844,,(530) 276-1752,,http://www.gabelshauling.com,,,,,,,,
Dumpster,"McArthur,CA",0,WM,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/nationwide/mip/wm-571590058?lid=1002145676573,,(855) 200-3961,,,,,,,,,,
Dumpster,"McArthur,CA",0,Local Dumpster Rental,"Trash Containers & Dumpsters, Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/nationwide/mip/local-dumpster-rental-495334342?lid=1002062644145,,(844) 786-5587,info@ldrsiteservices.com,http://www.ldrsiteservices.com/dumpsters,3.5,13,2009,,,,,
Dumpster,"McArthur,CA",0,Local Dumpster Rentals,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/local-dumpster-rentals-505381713?lid=1002116249438,"6100 Lake Forrest Dr, Atlanta, GA 30328",(844) 605-6554,info@ldrsiteservices.com,https://ldrsiteservices.com/services/dumpster-rental,,,2009,,,,,
Dumpster,"McArthur,CA",0,24/7 Emergency Dumpsters,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Garbage & Rubbish Removal Contractors Equipment",https://www.yellowpages.com/nationwide/mip/24-7-emergency-dumpsters-21081939?lid=1001616737040,,(888) 292-1064,katie@wastecostsolutions.com,http://www.dumpstersrus.org,4,25,2003,,,,,
Dumpster,"McArthur,CA",0,Waste Cost Solutions,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/waste-cost-solutions-467171819?lid=1000082998732,"16711 Parkside Ave, Cerritos, CA 90703",(561) 417-0415,katie@wastecostsolutions.com,http://www.wastecostsolutions.com,,,2003,,,,,
Dumpster,"McArthur,CA",0,Countrywide Disposal,"Dumpster Rental, Portable Toilets",https://www.yellowpages.com/nationwide/mip/countrywide-disposal-573302977?lid=1002155711427,,(844) 815-8773,team@countrywidedisposal.com,https://countrywidedisposal.com,,,,,,,,
Dumpster,"McArthur,CA",0,United States Bin Service,"Garbage Collection, Waste Recycling & Disposal Service & Equipment, Waste Containers",https://www.yellowpages.com/nationwide/mip/united-states-bin-service-568304770?lid=1002121298435,,(855) 219-6939,info@arwoodsiteservices.com,http://unitedstatesbinservice.com,5,1,,,,,,
Dumpster,"McArthur,CA",0,Zters Inc.,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Construction & Building Equipment",https://www.yellowpages.com/nationwide/mip/zters-inc-23198350?lid=1000439013897,,(877) 808-4694,sales@zters.com,https://www.zters.com/yp,,,2009,,,,,
Dumpster,"McArthur,CA",0,Burney Disposal Inc,"Rubbish Removal, Garbage Collection",https://www.yellowpages.com/nationwide/mip/burney-disposal-inc-3908660,"37484b Cornaz Dr, Burney, CA 96013",(530) 335-2723,elizabeth@burneydisposal.com,http://www.burneydisposal.com,,,1977,,,,,
Dumpster,"McArthur,CA",0,John Smith Sanitation,"Rubbish Removal, City, Village & Township Government",https://www.yellowpages.com/dunsmuir-ca/mip/john-smith-sanitation-30393127,"6284 Fourth St, Dunsmuir, CA 96025",(530) 926-1610,,https://johnsmithsanitation.com/contact,,,,,,,,
Dumpster,"McArthur,CA",0,"Gabel's Hauling and Demolition, Inc.","Building Contractors, Concrete Equipment & Supplies, Shipping Services",https://www.yellowpages.com/redding-ca/mip/gabels-hauling-and-demolition-inc-545212735?lid=1000078237174,"6479 East Side Road, Redding, CA 96001",(530) 338-3453,,http://www.gabelshauling.com,,,2005,,,,,
Dumpster,"McArthur,CA",0,Yreka Transfer,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/yreka-ca/mip/yreka-transfer-461711366?lid=1002110131684,"303 Yama St, Yreka, CA 96097",(530) 842-9119,ytcllc@sbcglobal.net,http://www.yrekatransferllc.com,,,1959,,,,,
Dumpster,"Sacramento,CA",0,Long's  Trash Hauling,"Trash Containers & Dumpsters, Trash Hauling, Rubbish Removal",https://www.yellowpages.com/sacramento-ca/mip/longs-trash-hauling-554254289?lid=1002109973565,"7551 14th Ave, Sacramento, CA 95820",(916) 206-7072,longstrashhauling@hotmail.com,https://longstrashhauling.com,,,2006,,,,,
Dumpster,"Sacramento,CA",0,Waste Removal & Recycling  Inc.,"Trash Containers & Dumpsters, Garbage Collection, Building Contractors",https://www.yellowpages.com/sacramento-ca/mip/waste-removal-recycling-inc-8193750?lid=1002157174909,"8710 Jackson Road, Sacramento, CA 95826",(916) 458-5756,,http://www.sacramento-dumpsters.com,5,5,1991,,,,,
Dumpster,"Sacramento,CA",0,Atlas Disposal,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Waste Containers",https://www.yellowpages.com/sacramento-ca/mip/atlas-disposal-2569928?lid=430856154,"3000 Power Inn Rd, Sacramento, CA 95826",(916) 281-0697,,http://www.atlasdisposal.com,4.5,15,1998,,,,,
Dumpster,"Sacramento,CA",0,Advance Disposal Inc.,"Trash Containers & Dumpsters, Trash Hauling, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/sacramento-ca/mip/advance-disposal-inc-467899232?lid=1000437178481,"7751 14th Ave, Sacramento, CA 95820",(916) 444-8676,4448676@gmail.com,,3,2,2004,,,,,
Dumpster,"Sacramento,CA",0,Long's Trash Hauling,"Trash Containers & Dumpsters, Rubbish Removal, Garbage Collection",https://www.yellowpages.com/sacramento-ca/mip/longs-trash-hauling-461706739?lid=1001638196546,,(916) 206-7072,longstrashhauling@hotmail.com,http://www.longstrashhauling.com,5,1,,,,,,
Dumpster,"Sacramento,CA",0,AAA Crane Services,"Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies, Construction & Building Equipment",https://www.yellowpages.com/sacramento-ca/mip/aaa-crane-services-918802?lid=1001997039845,"2020 Railroad Dr, Sacramento, CA 95815",(916) 568-3456,danny@aaacraneservices.com,http://www.aaacraneservice.com/index.php,,,1975,,,,,
Dumpster,"Sacramento,CA",0,Ming's Recycling Corporation,"Metals, Recycling Centers, Rubbish Removal",https://www.yellowpages.com/sacramento-ca/mip/mings-recycling-corporation-12352965?lid=1000658578243,"3316 47th Ave, Sacramento, CA 95824",(916) 421-5054,mingsinfo@mingsrecycling.com,http://www.mingsrecycling.com,,,1989,,,,,
Dumpster,"Sacramento,CA",0,Eyesore Trash Removal,Trash Containers & Dumpsters,https://www.yellowpages.com/sacramento-ca/mip/eyesore-trash-removal-569974813,"1840 Sutterville Rd, Sacramento, CA 95822",(916) 456-4383,,,,,,,,,,
Dumpster,"Sacramento,CA",0,199 Dumpster Service,Trash Containers & Dumpsters,https://www.yellowpages.com/sacramento-ca/mip/199-dumpster-service-476051056,"4201 Florin Perkins Rd, Sacramento, CA 95826",(916) 388-0199,,http://199dumpsterservice.com,5,1,2013,,,,,
Dumpster,"Sacramento,CA",0,Sunk in Junk,"Trash Containers & Dumpsters, Rubbish Removal, Waste Minimization Engineers",https://www.yellowpages.com/sacramento-ca/mip/sunk-in-junk-495980133,"4448 78th St, Sacramento, CA 95820",(916) 254-9147,info@sunkinjunk.com,,,,2012,,,,,
Dumpster,"Sacramento,CA",0,Advanced Disposal Inc,"Trash Containers & Dumpsters, Garbage Collection, Garbage & Rubbish Removal Contractors Equipment",https://www.yellowpages.com/sacramento-ca/mip/advanced-disposal-inc-475798525,"1407 J St, Sacramento, CA 95814",(916) 444-8676,,http://9164448676.com,,,2010,,,,,
